OrderNr;Status;Employee;startmoment;Channel;RandomWaarde1;RandomWaarde2;eindmoment
Case1115;Amount modified;Resource 8;16-1-2012 10:48;Dealer;266;527;16-1-2012 10:48
Case1115;Special Refund issued;Resource 8;16-1-2012 10:48;Dealer;37;58;16-1-2012 10:48
Case724;Special Refund issued;Resource 8;16-1-2012 10:48;Dealer;69;110;16-1-2012 10:48
Case791;Missing documents requested;Resource 2;16-1-2012 10:49;Dealer;134;232;16-1-2012 10:49
Case1084;Special Refund issued;Resource 8;16-1-2012 10:50;Dealer;81;141;16-1-2012 10:50
Case737;Amount modified;Resource 8;16-1-2012 10:50;Dealer;188;301;16-1-2012 10:50
Case737;Special Refund issued;Resource 8;16-1-2012 10:50;Dealer;115;155;16-1-2012 10:50
Case489;Invoice modified;Resource 22;16-1-2012 10:51;Dealer;91;102;16-1-2012 10:51
Case767;Amount modified;Resource 8;16-1-2012 10:51;Dealer;153;256;16-1-2012 10:51
Case767;Special Refund issued;Resource 8;16-1-2012 10:51;Dealer;173;257;16-1-2012 10:51
Case769;Amount modified;Resource 8;16-1-2012 10:51;Dealer;83;137;16-1-2012 10:51
Case769;Special Refund issued;Resource 8;16-1-2012 10:51;Dealer;217;417;16-1-2012 10:51
Case935;Special Refund issued;Resource 8;16-1-2012 10:52;Dealer;291;460;16-1-2012 10:52
Case936;Amount modified;Resource 8;16-1-2012 10:52;Dealer;198;373;16-1-2012 10:52
Case873;Amount modified;Resource 8;16-1-2012 10:53;Dealer;232;382;16-1-2012 10:53
Case873;Special Refund issued;Resource 8;16-1-2012 10:53;Dealer;33;38;16-1-2012 10:53
Case936;Special Refund issued;Resource 8;16-1-2012 10:53;Dealer;268;444;16-1-2012 10:53
Case938;Special Refund issued;Resource 8;16-1-2012 10:53;Dealer;281;413;16-1-2012 10:53
Case790;Request signed L1;Resource 3;16-1-2012 10:54;Dealer;173;274;16-1-2012 10:54
Case789;Order created;Resource 1;16-1-2012 10:55;Dealer;276;388;16-1-2012 10:55
Case953;Amount modified;Resource 8;16-1-2012 10:55;Dealer;208;294;16-1-2012 10:55
Case953;Special Refund issued;Resource 8;16-1-2012 10:55;Dealer;232;241;16-1-2012 10:55
Case954;Special Refund issued;Resource 8;16-1-2012 10:55;Dealer;92;161;16-1-2012 10:55
Case1205;Request signed L1;Resource 3;16-1-2012 10:56;Dealer;281;294;16-1-2012 10:56
Case861;Special Refund issued;Resource 8;16-1-2012 10:56;Dealer;165;189;16-1-2012 10:56
Case862;Special Refund issued;Resource 8;16-1-2012 10:56;Dealer;36;47;16-1-2012 10:56
Case1209;Request signed L1;Resource 3;16-1-2012 10:57;Dealer;250;290;16-1-2012 10:57
Case860;Amount modified;Resource 8;16-1-2012 10:57;Dealer;252;483;16-1-2012 10:57
Case860;Special Refund issued;Resource 8;16-1-2012 10:57;Dealer;62;102;16-1-2012 10:57
Case989;Amount modified;Resource 8;16-1-2012 10:58;Dealer;225;403;16-1-2012 10:58
Case989;Special Refund issued;Resource 8;16-1-2012 10:58;Dealer;126;233;16-1-2012 10:59
Case836;Amount modified;Resource 8;16-1-2012 11:00;Dealer;304;408;16-1-2012 11:00
Case836;Special Refund issued;Resource 8;16-1-2012 11:00;Dealer;105;117;16-1-2012 11:00
Case835;Amount modified;Resource 8;16-1-2012 11:01;Dealer;240;260;16-1-2012 11:01
Case835;Special Refund issued;Resource 8;16-1-2012 11:01;Dealer;85;85;16-1-2012 11:01
Case1002;Special Refund issued;Resource 8;16-1-2012 11:02;Dealer;74;85;16-1-2012 11:02
Case834;Special Refund issued;Resource 8;16-1-2012 11:02;Dealer;212;230;16-1-2012 11:02
Case618;Amount modified;Resource 8;16-1-2012 11:03;Dealer;236;443;16-1-2012 11:03
Case618;Special Refund issued;Resource 8;16-1-2012 11:03;Dealer;256;387;16-1-2012 11:03
Case789;Missing documents requested;Resource 2;16-1-2012 11:03;Dealer;216;246;16-1-2012 11:03
Case809;Amount modified;Resource 8;16-1-2012 11:03;Dealer;133;248;16-1-2012 11:03
Case809;Special Refund issued;Resource 8;16-1-2012 11:03;Dealer;287;456;16-1-2012 11:03
Case1035;Special Refund issued;Resource 8;16-1-2012 11:04;Dealer;318;325;16-1-2012 11:04
Case1038;Amount modified;Resource 8;16-1-2012 11:04;Dealer;11;18;16-1-2012 11:04
Case1038;Special Refund issued;Resource 8;16-1-2012 11:04;Dealer;25;27;16-1-2012 11:04
Case171;Request signed L1;Resource 3;16-1-2012 11:04;Dealer;64;124;16-1-2012 11:04
Case619;Special Refund issued;Resource 8;16-1-2012 11:04;Dealer;232;328;16-1-2012 11:04
Case15;Amount modified;Resource 8;16-1-2012 11:05;Dealer;38;57;16-1-2012 11:05
Case464;Amount modified;Resource 8;16-1-2012 11:05;Dealer;312;491;16-1-2012 11:05
Case464;Special Refund issued;Resource 8;16-1-2012 11:05;Dealer;108;214;16-1-2012 11:05
Case788;Order created;Resource 1;16-1-2012 11:05;Dealer;255;504;16-1-2012 11:05
Case796;Special Refund issued;Resource 8;16-1-2012 11:05;Dealer;233;443;16-1-2012 11:05
Case15;Special Refund issued;Resource 8;16-1-2012 11:06;Dealer;227;241;16-1-2012 11:06
Case452;Amount modified;Resource 8;16-1-2012 11:06;Dealer;66;71;16-1-2012 11:06
Case452;Special Refund issued;Resource 8;16-1-2012 11:06;Dealer;62;124;16-1-2012 11:06
Case990;Special Refund issued;Resource 8;16-1-2012 11:06;Dealer;8;16;16-1-2012 11:06
Case1199;Amount modified;Resource 8;16-1-2012 11:07;Dealer;118;141;16-1-2012 11:07
Case29;Special Refund issued;Resource 8;16-1-2012 11:07;Dealer;108;157;16-1-2012 11:07
Case991;Special Refund issued;Resource 8;16-1-2012 11:07;Dealer;4;6;16-1-2012 11:07
Case1199;Special Refund issued;Resource 8;16-1-2012 11:08;Dealer;100;196;16-1-2012 11:08
Case1213;Amount modified;Resource 8;16-1-2012 11:08;Dealer;329;587;16-1-2012 11:08
Case1213;Special Refund issued;Resource 8;16-1-2012 11:08;Dealer;245;460;16-1-2012 11:08
Case32;Special Refund issued;Resource 8;16-1-2012 11:08;Dealer;269;320;16-1-2012 11:08
Case414;Amount modified;Resource 8;16-1-2012 11:09;Dealer;188;227;16-1-2012 11:09
Case414;Special Refund issued;Resource 8;16-1-2012 11:09;Dealer;317;522;16-1-2012 11:09
Case63;Amount modified;Resource 8;16-1-2012 11:09;Dealer;106;166;16-1-2012 11:09
Case63;Special Refund issued;Resource 8;16-1-2012 11:09;Dealer;148;275;16-1-2012 11:09
Case788;Shipment via logistics partner;Resource 2;16-1-2012 11:09;Dealer;181;261;16-1-2012 11:09
Case1258;Special Refund issued;Resource 8;16-1-2012 11:10;Dealer;12;15;16-1-2012 11:10
Case412;Special Refund issued;Resource 8;16-1-2012 11:10;Dealer;86;98;16-1-2012 11:10
Case77;Special Refund issued;Resource 8;16-1-2012 11:10;Dealer;189;362;16-1-2012 11:10
Case1095;Request signed L1;Resource 13;16-1-2012 11:11;Dealer;315;595;16-1-2012 11:11
Case1310;Amount modified;Resource 8;16-1-2012 11:11;Dealer;131;174;16-1-2012 11:11
Case1310;Special Refund issued;Resource 8;16-1-2012 11:11;Dealer;265;285;16-1-2012 11:11
Case386;Special Refund issued;Resource 8;16-1-2012 11:11;Dealer;63;110;16-1-2012 11:11
Case94;Special Refund issued;Resource 8;16-1-2012 11:11;Dealer;180;209;16-1-2012 11:11
Case106;Special Refund issued;Resource 8;16-1-2012 11:12;Dealer;21;27;16-1-2012 11:12
Case107;Amount modified;Resource 8;16-1-2012 11:12;Dealer;307;382;16-1-2012 11:12
Case107;Special Refund issued;Resource 8;16-1-2012 11:12;Dealer;208;277;16-1-2012 11:12
Case787;Order created;Resource 1;16-1-2012 11:12;Dealer;306;534;16-1-2012 11:12
Case1;Special Refund issued;Resource 8;16-1-2012 11:13;Dealer;204;279;16-1-2012 11:13
Case1335;Amount modified;Resource 8;16-1-2012 11:13;Dealer;121;198;16-1-2012 11:13
Case1335;Special Refund issued;Resource 8;16-1-2012 11:13;Dealer;266;326;16-1-2012 11:13
Case373;Special Refund issued;Resource 8;16-1-2012 11:13;Dealer;55;103;16-1-2012 11:13
Case481;Amount modified;Resource 8;16-1-2012 11:14;Dealer;4;7;16-1-2012 11:14
Case481;Special Refund issued;Resource 8;16-1-2012 11:14;Dealer;169;300;16-1-2012 11:14
Case1280;Amount modified;Resource 8;16-1-2012 11:15;Dealer;200;265;16-1-2012 11:15
Case1280;Special Refund issued;Resource 8;16-1-2012 11:15;Dealer;84;160;16-1-2012 11:15
Case1323;Amount modified;Resource 8;16-1-2012 11:15;Dealer;325;497;16-1-2012 11:15
Case1323;Special Refund issued;Resource 8;16-1-2012 11:15;Dealer;197;217;16-1-2012 11:15
Case787;Request signed L1;Resource 3;16-1-2012 11:15;Dealer;329;390;16-1-2012 11:15
Case551;Amount modified;Resource 8;16-1-2012 11:16;Dealer;124;165;16-1-2012 11:16
Case551;Special Refund issued;Resource 8;16-1-2012 11:16;Dealer;242;473;16-1-2012 11:16
Case552;Special Refund issued;Resource 8;16-1-2012 11:16;Dealer;274;414;16-1-2012 11:16
Case557;Amount modified;Resource 8;16-1-2012 11:16;Dealer;295;581;16-1-2012 11:16
Case1244;Amount modified;Resource 8;16-1-2012 11:17;Dealer;268;452;16-1-2012 11:17
Case1248;Amount modified;Resource 8;16-1-2012 11:17;Dealer;254;372;16-1-2012 11:17
Case1248;Special Refund issued;Resource 8;16-1-2012 11:17;Dealer;307;478;16-1-2012 11:17
Case557;Special Refund issued;Resource 8;16-1-2012 11:17;Dealer;319;452;16-1-2012 11:17
Case1238;Amount modified;Resource 8;16-1-2012 11:18;Dealer;113;171;16-1-2012 11:18
Case1242;Amount modified;Resource 8;16-1-2012 11:18;Dealer;324;413;16-1-2012 11:18
Case1242;Special Refund issued;Resource 8;16-1-2012 11:18;Dealer;14;19;16-1-2012 11:18
Case1244;Special Refund issued;Resource 8;16-1-2012 11:18;Dealer;105;168;16-1-2012 11:18
Case1238;Special Refund issued;Resource 8;16-1-2012 11:19;Dealer;13;26;16-1-2012 11:19
Case589;Special Refund issued;Resource 8;16-1-2012 11:19;Dealer;254;423;16-1-2012 11:19
Case616;Special Refund issued;Resource 8;16-1-2012 11:19;Dealer;39;53;16-1-2012 11:19
Case580;Amount modified;Resource 8;16-1-2012 11:20;Dealer;56;102;16-1-2012 11:20
Case580;Special Refund issued;Resource 8;16-1-2012 11:20;Dealer;273;513;16-1-2012 11:20
Case582;Special Refund issued;Resource 8;16-1-2012 11:20;Dealer;117;139;16-1-2012 11:20
Case566;Special Refund issued;Resource 8;16-1-2012 11:21;Dealer;300;325;16-1-2012 11:21
Case576;Amount modified;Resource 8;16-1-2012 11:21;Dealer;179;209;16-1-2012 11:21
Case576;Special Refund issued;Resource 8;16-1-2012 11:21;Dealer;316;487;16-1-2012 11:21
Case579;Special Refund issued;Resource 8;16-1-2012 11:21;Dealer;114;165;16-1-2012 11:21
Case786;Order created;Resource 1;16-1-2012 11:21;Dealer;10;18;16-1-2012 11:21
Case512;Special Refund issued;Resource 8;16-1-2012 11:22;Dealer;18;18;16-1-2012 11:22
Case564;Special Refund issued;Resource 8;16-1-2012 11:22;Dealer;62;101;16-1-2012 11:22
Case785;Order created;Resource 1;16-1-2012 11:22;Dealer;322;329;16-1-2012 11:22
Case495;Amount modified;Resource 8;16-1-2012 11:23;Dealer;303;549;16-1-2012 11:23
Case495;Special Refund issued;Resource 8;16-1-2012 11:23;Dealer;176;217;16-1-2012 11:23
Case508;Amount modified;Resource 8;16-1-2012 11:23;Dealer;293;423;16-1-2012 11:23
Case508;Special Refund issued;Resource 8;16-1-2012 11:23;Dealer;242;454;16-1-2012 11:23
Case143;Special Refund issued;Resource 8;16-1-2012 11:24;Dealer;35;52;16-1-2012 11:24
Case204;Product received;Resource 4;16-1-2012 11:24;Dealer;250;464;16-1-2012 11:24
Case204;Reparishop X - Checking;Resource 4;16-1-2012 11:24;Dealer;139;183;16-1-2012 11:24
Case469;Special Refund issued;Resource 8;16-1-2012 11:24;Dealer;162;226;16-1-2012 11:24
Case206;Repairshop X - Rejected;Resource 5;16-1-2012 11:25;Dealer;2;2;16-1-2012 11:29
Case730;Request signed L1;Resource 13;16-1-2012 11:30;Dealer;156;231;16-1-2012 11:30
Case785;Missing documents requested;Resource 3;16-1-2012 11:31;Dealer;93;167;16-1-2012 11:35
Case288;Product received;Resource 4;16-1-2012 11:40;Dealer;187;307;16-1-2012 11:40
Case288;Reparishop X - Checking;Resource 4;16-1-2012 11:40;Dealer;111;186;16-1-2012 11:40
Case786;Missing documents requested;Resource 2;16-1-2012 11:41;Dealer;102;180;16-1-2012 11:41
Case858;Canceled;Resource 2;16-1-2012 11:42;Dealer;104;138;16-1-2012 11:42
Case209;Product received;Resource 4;16-1-2012 11:45;Dealer;284;424;16-1-2012 11:45
Case209;Reparishop X - Checking;Resource 4;16-1-2012 11:45;Dealer;215;402;16-1-2012 11:47
Case207;Product received;Resource 4;16-1-2012 11:48;Dealer;302;466;16-1-2012 11:48
Case207;Reparishop X - Checking;Resource 4;16-1-2012 11:48;Dealer;86;126;16-1-2012 11:48
Case653;Missing documents requested;Resource 2;16-1-2012 11:49;Dealer;247;367;16-1-2012 11:49
Case781;Order created;Resource 1;16-1-2012 11:50;Dealer;238;264;16-1-2012 11:51
Case44;Invoice modified;Resource 22;16-1-2012 11:52;Dealer;219;249;16-1-2012 11:52
Case780;Order created;Resource 1;16-1-2012 11:52;Dealer;269;530;16-1-2012 11:54
Case781;Missing documents requested;Resource 3;16-1-2012 11:55;Dealer;92;150;16-1-2012 11:55
Case205;Product received;Resource 4;16-1-2012 11:56;Dealer;114;207;16-1-2012 11:56
Case205;Reparishop X - Checking;Resource 4;16-1-2012 11:56;Dealer;215;330;16-1-2012 11:58
Case780;Missing documents requested;Resource 2;16-1-2012 11:59;Dealer;231;261;16-1-2012 11:59
Case197;Warehouse;Resource 8;16-1-2012 12:00;Dealer;166;332;16-1-2012 12:00
Case229;Warehouse;Resource 8;16-1-2012 12:00;Dealer;298;565;16-1-2012 12:00
Case230;Warehouse;Resource 8;16-1-2012 12:00;Dealer;50;84;16-1-2012 12:00
Case647;Warehouse;Resource 8;16-1-2012 12:01;Dealer;20;35;16-1-2012 12:01
Case649;Warehouse;Resource 8;16-1-2012 12:01;Dealer;193;312;16-1-2012 12:01
Case906;Warehouse;Resource 8;16-1-2012 12:02;Dealer;13;26;16-1-2012 12:02
Case884;Shipment via forwarding company;Resource 2;16-1-2012 12:03;Dealer;295;301;16-1-2012 12:03
Case199;Warehouse;Resource 8;16-1-2012 12:05;Dealer;160;212;16-1-2012 12:05
Case214;Warehouse;Resource 8;16-1-2012 12:05;Dealer;229;311;16-1-2012 12:05
Case228;Warehouse;Resource 8;16-1-2012 12:05;Dealer;273;387;16-1-2012 12:05
Case280;Warehouse;Resource 8;16-1-2012 12:05;Dealer;65;130;16-1-2012 12:05
Case282;Warehouse;Resource 8;16-1-2012 12:05;Dealer;285;446;16-1-2012 12:05
Case298;Warehouse;Resource 8;16-1-2012 12:05;Dealer;38;69;16-1-2012 12:05
Case1197;Warehouse;Resource 8;16-1-2012 12:06;Dealer;164;244;16-1-2012 12:06
Case191;Warehouse;Resource 8;16-1-2012 12:06;Dealer;90;147;16-1-2012 12:06
Case311;Warehouse;Resource 8;16-1-2012 12:06;Dealer;213;402;16-1-2012 12:06
Case312;Warehouse;Resource 8;16-1-2012 12:06;Dealer;142;260;16-1-2012 12:06
Case645;Warehouse;Resource 8;16-1-2012 12:06;Dealer;122;208;16-1-2012 12:06
Case905;Warehouse;Resource 8;16-1-2012 12:06;Dealer;181;294;16-1-2012 12:06
Case1185;Warehouse;Resource 8;16-1-2012 12:07;Dealer;103;176;16-1-2012 12:07
Case17;Warehouse;Resource 8;16-1-2012 12:07;Dealer;295;317;16-1-2012 12:07
Case677;Warehouse;Resource 8;16-1-2012 12:07;Dealer;27;28;16-1-2012 12:07
Case779;Order created;Resource 1;16-1-2012 12:07;Dealer;50;64;16-1-2012 12:07
Case942;Warehouse;Resource 8;16-1-2012 12:07;Dealer;165;186;16-1-2012 12:07
Case974;Warehouse;Resource 8;16-1-2012 12:07;Dealer;79;151;16-1-2012 12:07
Case1084;Warehouse;Resource 8;16-1-2012 12:08;Dealer;86;144;16-1-2012 12:08
Case1115;Warehouse;Resource 8;16-1-2012 12:08;Dealer;169;184;16-1-2012 12:08
Case1144;Warehouse;Resource 8;16-1-2012 12:08;Dealer;89;123;16-1-2012 12:08
Case695;Warehouse;Resource 8;16-1-2012 12:08;Dealer;93;130;16-1-2012 12:08
Case724;Warehouse;Resource 8;16-1-2012 12:08;Dealer;105;111;16-1-2012 12:08
Case737;Warehouse;Resource 8;16-1-2012 12:08;Dealer;138;221;16-1-2012 12:08
Case767;Warehouse;Resource 8;16-1-2012 12:08;Dealer;293;446;16-1-2012 12:08
Case769;Warehouse;Resource 8;16-1-2012 12:09;Dealer;161;249;16-1-2012 12:09
Case873;Warehouse;Resource 8;16-1-2012 12:09;Dealer;132;243;16-1-2012 12:09
Case935;Warehouse;Resource 8;16-1-2012 12:09;Dealer;238;391;16-1-2012 12:09
Case936;Warehouse;Resource 8;16-1-2012 12:09;Dealer;263;483;16-1-2012 12:09
Case938;Warehouse;Resource 8;16-1-2012 12:09;Dealer;63;110;16-1-2012 12:09
Case860;Warehouse;Resource 8;16-1-2012 12:10;Dealer;125;242;16-1-2012 12:10
Case861;Warehouse;Resource 8;16-1-2012 12:10;Dealer;42;51;16-1-2012 12:10
Case862;Warehouse;Resource 8;16-1-2012 12:10;Dealer;243;403;16-1-2012 12:10
Case953;Warehouse;Resource 8;16-1-2012 12:10;Dealer;119;169;16-1-2012 12:10
Case954;Warehouse;Resource 8;16-1-2012 12:10;Dealer;217;422;16-1-2012 12:10
Case778;Order created;Resource 1;16-1-2012 12:11;Dealer;288;556;16-1-2012 12:11
Case835;Warehouse;Resource 8;16-1-2012 12:11;Dealer;296;462;16-1-2012 12:11
Case836;Warehouse;Resource 8;16-1-2012 12:11;Dealer;314;606;16-1-2012 12:11
Case989;Warehouse;Resource 8;16-1-2012 12:11;Dealer;80;108;16-1-2012 12:11
Case1002;Warehouse;Resource 8;16-1-2012 12:12;Dealer;135;232;16-1-2012 12:12
Case618;Warehouse;Resource 8;16-1-2012 12:12;Dealer;110;124;16-1-2012 12:12
Case619;Warehouse;Resource 8;16-1-2012 12:12;Dealer;193;312;16-1-2012 12:12
Case809;Warehouse;Resource 8;16-1-2012 12:12;Dealer;6;9;16-1-2012 12:12
Case834;Warehouse;Resource 8;16-1-2012 12:12;Dealer;69;104;16-1-2012 12:12
Case1035;Warehouse;Resource 8;16-1-2012 12:13;Dealer;329;488;16-1-2012 12:13
Case1038;Warehouse;Resource 8;16-1-2012 12:13;Dealer;219;426;16-1-2012 12:13
Case15;Warehouse;Resource 8;16-1-2012 12:13;Dealer;47;89;16-1-2012 12:13
Case464;Warehouse;Resource 8;16-1-2012 12:13;Dealer;38;66;16-1-2012 12:13
Case779;Missing documents requested;Resource 3;16-1-2012 12:13;Dealer;50;79;16-1-2012 12:13
Case796;Warehouse;Resource 8;16-1-2012 12:13;Dealer;188;329;16-1-2012 12:13
Case1199;Warehouse;Resource 8;16-1-2012 12:14;Dealer;206;237;16-1-2012 12:14
Case29;Warehouse;Resource 8;16-1-2012 12:14;Dealer;104;196;16-1-2012 12:14
Case452;Warehouse;Resource 8;16-1-2012 12:14;Dealer;223;431;16-1-2012 12:14
Case990;Warehouse;Resource 8;16-1-2012 12:14;Dealer;111;177;16-1-2012 12:14
Case991;Warehouse;Resource 8;16-1-2012 12:14;Dealer;313;474;16-1-2012 12:14
Case1213;Warehouse;Resource 8;16-1-2012 12:15;Dealer;157;202;16-1-2012 12:15
Case32;Warehouse;Resource 8;16-1-2012 12:15;Dealer;247;488;16-1-2012 12:15
Case1258;Warehouse;Resource 8;16-1-2012 12:16;Dealer;166;248;16-1-2012 12:16
Case412;Warehouse;Resource 8;16-1-2012 12:16;Dealer;253;322;16-1-2012 12:16
Case414;Warehouse;Resource 8;16-1-2012 12:16;Dealer;52;77;16-1-2012 12:16
Case63;Warehouse;Resource 8;16-1-2012 12:16;Dealer;266;504;16-1-2012 12:16
Case77;Warehouse;Resource 8;16-1-2012 12:16;Dealer;51;71;16-1-2012 12:16
Case94;Warehouse;Resource 8;16-1-2012 12:16;Dealer;192;237;16-1-2012 12:16
Case106;Warehouse;Resource 8;16-1-2012 12:17;Dealer;299;462;16-1-2012 12:17
Case107;Warehouse;Resource 8;16-1-2012 12:17;Dealer;297;480;16-1-2012 12:17
Case1310;Warehouse;Resource 8;16-1-2012 12:17;Dealer;91;178;16-1-2012 12:17
Case373;Warehouse;Resource 8;16-1-2012 12:17;Dealer;326;500;16-1-2012 12:17
Case386;Warehouse;Resource 8;16-1-2012 12:17;Dealer;323;427;16-1-2012 12:17
Case1;Warehouse;Resource 8;16-1-2012 12:18;Dealer;189;331;16-1-2012 12:18
Case1280;Warehouse;Resource 8;16-1-2012 12:18;Dealer;257;437;16-1-2012 12:18
Case1323;Warehouse;Resource 8;16-1-2012 12:18;Dealer;188;243;16-1-2012 12:18
Case1335;Warehouse;Resource 8;16-1-2012 12:18;Dealer;174;295;16-1-2012 12:18
Case481;Warehouse;Resource 8;16-1-2012 12:18;Dealer;134;179;16-1-2012 12:18
Case551;Warehouse;Resource 8;16-1-2012 12:18;Dealer;237;392;16-1-2012 12:18
Case778;Missing documents requested;Resource 2;16-1-2012 12:18;Dealer;314;624;16-1-2012 12:18
Case552;Warehouse;Resource 8;16-1-2012 12:19;Dealer;141;281;16-1-2012 12:19
Case1244;Warehouse;Resource 8;16-1-2012 12:21;Dealer;135;251;16-1-2012 12:21
Case1248;Warehouse;Resource 8;16-1-2012 12:21;Dealer;78;90;16-1-2012 12:21
Case557;Warehouse;Resource 8;16-1-2012 12:21;Dealer;283;378;16-1-2012 12:21
Case1242;Warehouse;Resource 8;16-1-2012 12:22;Dealer;200;337;16-1-2012 12:22
Case777;Order created;Resource 1;16-1-2012 12:22;Dealer;304;341;16-1-2012 12:22
Case1238;Warehouse;Resource 8;16-1-2012 12:23;Dealer;200;320;16-1-2012 12:23
Case582;Warehouse;Resource 8;16-1-2012 12:23;Dealer;110;202;16-1-2012 12:23
Case589;Warehouse;Resource 8;16-1-2012 12:23;Dealer;139;261;16-1-2012 12:23
Case616;Warehouse;Resource 8;16-1-2012 12:23;Dealer;36;42;16-1-2012 12:23
Case564;Warehouse;Resource 8;16-1-2012 12:24;Dealer;70;78;16-1-2012 12:24
Case566;Warehouse;Resource 8;16-1-2012 12:24;Dealer;12;13;16-1-2012 12:24
Case576;Warehouse;Resource 8;16-1-2012 12:24;Dealer;5;10;16-1-2012 12:24
Case579;Warehouse;Resource 8;16-1-2012 12:24;Dealer;122;238;16-1-2012 12:24
Case580;Warehouse;Resource 8;16-1-2012 12:24;Dealer;285;375;16-1-2012 12:24
Case469;Warehouse;Resource 8;16-1-2012 12:25;Dealer;157;266;16-1-2012 12:25
Case495;Warehouse;Resource 8;16-1-2012 12:25;Dealer;250;431;16-1-2012 12:25
Case495;Warehouse;Resource 8;16-1-2012 12:25;Dealer;23;32;16-1-2012 12:25
Case508;Warehouse;Resource 8;16-1-2012 12:25;Dealer;173;313;16-1-2012 12:25
Case512;Warehouse;Resource 8;16-1-2012 12:25;Dealer;98;121;16-1-2012 12:25
Case143;Warehouse;Resource 8;16-1-2012 12:26;Dealer;321;447;16-1-2012 12:26
Case777;Missing documents requested;Resource 3;16-1-2012 12:28;Dealer;71;84;16-1-2012 12:29
Case510;Reparishop X - Checking;Resource 5;16-1-2012 12:31;Dealer;78;80;16-1-2012 12:31
Case510;Repairshop X - OK;Resource 5;16-1-2012 12:32;Dealer;82;89;16-1-2012 12:32
Case891;Shipment via forwarding company;Resource 2;16-1-2012 12:32;Dealer;3;6;16-1-2012 12:34
Case877;Request rejected L1;Resource 2;16-1-2012 12:35;Dealer;11;17;16-1-2012 12:35
Case877;Order completed;Resource 2;16-1-2012 12:36;Dealer;191;355;16-1-2012 12:37
Case879;Pick-up prepared;Resource 3;16-1-2012 12:45;Dealer;8;15;16-1-2012 12:45
Case776;Order created;Resource 1;16-1-2012 12:49;Dealer;188;364;16-1-2012 12:51
Case776;Missing documents requested;Resource 2;16-1-2012 12:57;Dealer;51;88;16-1-2012 12:57
Case889;Pick-up prepared;Resource 3;16-1-2012 12:59;Dealer;225;254;16-1-2012 12:59
Case171;Request signed L2;Resource 6;16-1-2012 13:03;Dealer;197;198;16-1-2012 13:03
Case730;Request signed L2;Resource 6;16-1-2012 13:03;Dealer;190;333;16-1-2012 13:03
Case1205;Request signed L2;Resource 6;16-1-2012 13:04;Dealer;317;366;16-1-2012 13:04
Case1209;Request signed L2;Resource 6;16-1-2012 13:04;Dealer;35;62;16-1-2012 13:04
Case1109;Request signed L1;Resource 3;16-1-2012 13:05;Dealer;16;25;16-1-2012 13:08
Case668;Pick-up prepared;Resource 3;16-1-2012 13:10;Dealer;29;34;16-1-2012 13:10
Case1125;Order sent back;Resource 6;16-1-2012 13:11;Dealer;152;196;16-1-2012 13:11
Case75;Request signed L1;Resource 3;16-1-2012 13:13;Dealer;204;213;16-1-2012 13:13
Case879;Shipment via logistics partner;Resource 2;16-1-2012 13:16;Dealer;318;546;16-1-2012 13:20
Case775;Order created;Resource 1;16-1-2012 13:38;Dealer;158;164;16-1-2012 13:39
Case125;Product received;Resource 4;16-1-2012 13:40;Dealer;210;315;16-1-2012 13:40
Case775;Missing documents requested;Resource 2;16-1-2012 13:42;Dealer;296;377;16-1-2012 13:43
Case539;Missing documents requested;Resource 13;16-1-2012 13:53;Dealer;287;502;16-1-2012 13:53
Case774;Order created;Resource 1;16-1-2012 13:53;Dealer;327;354;16-1-2012 13:57
Case774;Missing documents requested;Resource 2;16-1-2012 13:58;Dealer;70;101;16-1-2012 13:58
Case1223;Missing documents requested;Resource 13;16-1-2012 14:01;Dealer;257;473;16-1-2012 14:01
Case98;Request signed L1;Resource 13;16-1-2012 14:03;Dealer;311;589;16-1-2012 14:04
Case820;Request signed L1;Resource 3;16-1-2012 14:06;Dealer;221;266;16-1-2012 14:06
Case773;Order created;Resource 1;16-1-2012 14:07;Dealer;247;354;16-1-2012 14:07
Case876;Order completed;Resource 13;16-1-2012 14:07;Dealer;219;408;16-1-2012 14:07
Case586;Pick-up prepared;Resource 13;16-1-2012 14:08;Dealer;291;476;16-1-2012 14:08
Case1118;Order sent back;Resource 6;16-1-2012 14:09;Dealer;193;338;16-1-2012 14:09
Case773;Missing documents requested;Resource 2;16-1-2012 14:09;Dealer;41;48;16-1-2012 14:13
Case583;Pick-up prepared;Resource 13;16-1-2012 14:15;Dealer;208;214;16-1-2012 14:15
Case772;Order created;Resource 1;16-1-2012 14:15;Dealer;26;38;16-1-2012 14:15
Case890;Request signed L1;Resource 3;16-1-2012 14:15;Dealer;122;205;16-1-2012 14:15
Case567;Pick-up prepared;Resource 13;16-1-2012 14:16;Dealer;6;8;16-1-2012 14:16
Case75;Request signed L2;Resource 6;16-1-2012 14:18;Dealer;106;200;16-1-2012 14:18
Case772;Missing documents requested;Resource 2;16-1-2012 14:18;Dealer;307;527;16-1-2012 14:20
Case98;Request signed L2;Resource 6;16-1-2012 14:21;Dealer;160;177;16-1-2012 14:21
Case896;Request signed L1;Resource 3;16-1-2012 14:22;Dealer;50;89;16-1-2012 14:22
Case1194;Request signed L1;Resource 2;16-1-2012 14:23;Dealer;293;372;16-1-2012 14:23
Case1222;Request rejected L1;Resource 13;16-1-2012 14:23;Dealer;185;277;16-1-2012 14:23
